Card Category,Churn,Clientnum,Customer Age (bin),Education Level,Gender,Income,Marital Status,Balance,Credit Limit,Customer Age,Dependent count,Months on book,Utilization Ratio
Blue,Retained Customers,713370033,50,Graduate,F,Less than $40K,Single,0,1438.3,53,0,40,0%
Blue,Retained Customers,713512308,50,Graduate,F,Less than $40K,Single,0,3423,50,0,41,0%
Blue,Retained Customers,712267983,50,Graduate,F,Less than $40K,Single,2517,3023,57,0,45,83%
Blue,Attrited Customer,817977933,60,Graduate,F,Less than $40K,Single,1531,1931,63,0,56,79%
Blue,Attrited Customer,717489033,20,High School,F,Less than $40K,Single,0,1438.3,27,0,18,0%
Blue,Attrited Customer,780038058,30,High School,F,Less than $40K,Single,0,1556,38,0,22,0%
Blue,Attrited Customer,713336883,60,High School,F,Less than $40K,Single,0,1760,61,0,36,0%
Blue,Retained Customers,720930633,50,High School,F,Less than $40K,Single,0,1977,58,0,46,0%
Blue,Attrited Customer,789777408,20,Post-Graduate,F,Less than $40K,Single,1428,1442,26,0,15,99%
Blue,Attrited Customer,804668658,20,Unknown,F,Less than $40K,Single,0,1438.3,26,0,20,0%
Blue,Attrited Customer,710161083,60,Unknown,F,Less than $40K,Single,0,5780,62,0,36,0%
Blue,Attrited Customer,812411058,40,Unknown,F,Less than $40K,Single,0,2094,49,0,44,0%
Blue,Attrited Customer,780105483,60,Unknown,F,Less than $40K,Single,377,1697,65,0,50,22%
Blue,Attrited Customer,711724083,20,Unknown,F,Less than $40K,Single,1647,1835,27,0,16,90%
Blue,Attrited Customer,712445583,30,College,F,Unknown,Single,0,2299,33,0,15,0%
Blue,Attrited Customer,710586483,20,High School,F,Unknown,Single,0,6152,26,0,13,0%
Blue,Attrited Customer,711745233,30,High School,F,Unknown,Single,0,13894,30,0,22,0%
Blue,Attrited Customer,708563433,60,High School,F,Unknown,Single,477,5894,65,0,56,8%
Blue,Retained Customers,708733983,50,Doctorate,F,$40K - $60K,Single,2391,5349,50,1,36,45%
Blue,Retained Customers,720590058,50,Graduate,F,$40K - $60K,Single,1794,8840,51,1,36,20%
Blue,Retained Customers,709338633,50,Graduate,F,$40K - $60K,Single,0,2339,56,1,37,0%
Blue,Attrited Customer,769053033,40,Graduate,F,$40K - $60K,Single,2517,4142,44,1,38,61%
Blue,Attrited Customer,787974108,30,High School,F,$40K - $60K,Single,792,1793,37,1,27,44%
Blue,Attrited Customer,813804783,40,High School,F,$40K - $60K,Single,0,2667,41,1,36,0%
Blue,Retained Customers,710116833,50,High School,F,$40K - $60K,Single,0,1665,59,1,36,0%
Blue,Retained Customers,821179233,50,Post-Graduate,F,$40K - $60K,Single,932,1493,50,1,46,62%
Blue,Attrited Customer,720872433,30,Unknown,F,$40K - $60K,Single,0,3911,39,1,28,0%
Blue,Attrited Customer,719564208,40,Unknown,F,$40K - $60K,Single,0,7195,46,1,30,0%
Blue,Attrited Customer,709170108,60,Unknown,F,$40K - $60K,Single,0,2425,60,1,41,0%
Blue,Attrited Customer,720444408,30,College,F,Less than $40K,Single,1791,2231,35,1,25,80%
Blue,Attrited Customer,814091058,30,College,F,Less than $40K,Single,2517,3119,38,1,33,81%
Blue,Attrited Customer,719694408,30,College,F,Less than $40K,Single,0,4541,30,1,36,0%
Blue,Retained Customers,772073508,50,College,F,Less than $40K,Single,0,1764,52,1,41,0%
Blue,Retained Customers,780496833,50,College,F,Less than $40K,Single,0,2846,56,1,43,0%
Blue,Retained Customers,766021083,50,College,F,Less than $40K,Single,546,2114,55,1,48,26%
Blue,Retained Customers,718732833,50,College,F,Less than $40K,Single,1763,2783,56,1,48,63%
Blue,Attrited Customer,779134458,30,Doctorate,F,Less than $40K,Single,1180,3709,33,1,15,32%
Blue,Retained Customers,717336408,50,Doctorate,F,Less than $40K,Single,1411,1952,51,1,45,72%
Blue,Attrited Customer,710751033,30,Graduate,F,Less than $40K,Single,0,4829,31,1,13,0%
Blue,Attrited Customer,710570058,40,Graduate,F,Less than $40K,Single,0,3101,44,1,25,0%
Blue,Attrited Customer,721448283,30,Graduate,F,Less than $40K,Single,1536,1876,39,1,26,82%
Blue,Attrited Customer,712664658,30,Graduate,F,Less than $40K,Single,0,1649,35,1,30,0%
Blue,Retained Customers,778378983,50,Graduate,F,Less than $40K,Single,2152,2939,54,1,34,73%
Blue,Attrited Customer,713788083,20,Graduate,F,Less than $40K,Single,0,1624,28,1,36,0%
Blue,Attrited Customer,716625033,30,Graduate,F,Less than $40K,Single,0,2761,32,1,36,0%
Blue,Attrited Customer,712235433,40,Graduate,F,Less than $40K,Single,0,2886,43,1,36,0%
Blue,Retained Customers,708708858,50,Graduate,F,Less than $40K,Single,502,2422,50,1,36,21%
Blue,Retained Customers,716564433,50,Graduate,F,Less than $40K,Single,0,4287,53,1,36,0%
Blue,Retained Customers,720725058,50,Graduate,F,Less than $40K,Single,0,7176,51,1,37,0%
Blue,Attrited Customer,755467683,40,Graduate,F,Less than $40K,Single,482,3001,48,1,41,16%
Blue,Retained Customers,709259958,50,Graduate,F,Less than $40K,Single,2517,5541,53,1,44,45%
Blue,Retained Customers,789963033,50,Graduate,F,Less than $40K,Single,0,1438.3,54,1,45,0%
Blue,Retained Customers,809565183,50,Graduate,F,Less than $40K,Single,625,1842,52,1,47,34%
Blue,Retained Customers,712144158,50,Graduate,F,Less than $40K,Single,1166,2370,53,1,48,49%
Blue,Retained Customers,717646983,50,Graduate,F,Less than $40K,Single,424,3214,59,1,49,13%
Blue,Retained Customers,717146208,50,Graduate,F,Less than $40K,Single,2517,4257,59,1,51,59%
Blue,Attrited Customer,798553158,60,Graduate,F,Less than $40K,Single,0,3109,62,1,56,0%
Blue,Attrited Customer,719742108,30,High School,F,Less than $40K,Single,0,3554,38,1,26,0%
Blue,Retained Customers,716669658,50,High School,F,Less than $40K,Single,1608,2006,51,1,33,80%
Blue,Attrited Customer,713096583,40,High School,F,Less than $40K,Single,544,1438.3,40,1,36,38%
Blue,Attrited Customer,708416433,40,High School,F,Less than $40K,Single,0,2372,41,1,36,0%
Blue,Attrited Customer,712660308,40,High School,F,Less than $40K,Single,0,1895,44,1,36,0%
Blue,Retained Customers,712257258,50,High School,F,Less than $40K,Single,0,1457,50,1,36,0%
Blue,Retained Customers,712448658,50,High School,F,Less than $40K,Single,0,1795,52,1,36,0%
Blue,Attrited Customer,711626658,60,High School,F,Less than $40K,Single,0,1930,62,1,36,0%
Blue,Retained Customers,713425383,50,High School,F,Less than $40K,Single,1939,7484,59,1,46,26%
Blue,Retained Customers,708885558,50,High School,F,Less than $40K,Single,0,3556,56,1,48,0%
Blue,Retained Customers,718297683,50,High School,F,Less than $40K,Single,0,4085,59,1,50,0%
Blue,Attrited Customer,711151383,30,Post-Graduate,F,Less than $40K,Single,347,2066,34,1,26,17%
Blue,Retained Customers,779029458,50,Post-Graduate,F,Less than $40K,Single,0,1724,54,1,35,0%
Blue,Attrited Customer,710438358,40,Unknown,F,Less than $40K,Single,0,3241,42,1,35,0%
Blue,Attrited Customer,710666583,20,Unknown,F,Less than $40K,Single,2312,2516,29,1,36,92%
Blue,Attrited Customer,714887808,40,Unknown,F,Less than $40K,Single,0,1818,43,1,36,0%
Blue,Retained Customers,711116133,50,Unknown,F,Less than $40K,Single,0,1838,50,1,37,0%
Blue,Retained Customers,779348358,50,Unknown,F,Less than $40K,Single,0,1717,52,1,37,0%
Blue,Retained Customers,717174558,50,Unknown,F,Less than $40K,Single,0,9129,57,1,46,0%
Blue,Retained Customers,803113383,50,Unknown,F,Less than $40K,Single,0,3292,55,1,49,0%
Blue,Attrited Customer,712479633,30,Unknown,F,Less than $40K,Single,0,1695,31,1,20,0%
Blue,Attrited Customer,719174433,30,Unknown,F,Less than $40K,Single,0,1735,36,1,24,0%
Blue,Retained Customers,715410783,50,Unknown,F,Less than $40K,Single,572,1836,55,1,36,31%
Blue,Attrited Customer,714377058,60,Unknown,F,Less than $40K,Single,0,1896,63,1,36,0%
Blue,Attrited Customer,715406658,40,Unknown,F,Less than $40K,Single,596,2173,47,1,37,27%
Blue,Attrited Customer,720824883,40,Unknown,F,Less than $40K,Single,2517,3251,48,1,40,77%
Blue,Retained Customers,709435533,50,Unknown,F,Less than $40K,Single,0,3099,53,1,41,0%
Blue,Retained Customers,712611108,50,Unknown,F,Less than $40K,Single,2517,7501,59,1,53,34%
Blue,Attrited Customer,737921733,60,Unknown,F,Less than $40K,Single,1604,1892,62,1,55,85%
Blue,Retained Customers,821889858,50,Doctorate,F,Unknown,Single,1477,1970,50,1,46,75%
Blue,Retained Customers,708316008,50,Graduate,F,Unknown,Single,0,10031,59,1,36,0%
Blue,Retained Customers,720719883,50,Graduate,F,Unknown,Single,0,1874,54,1,41,0%
Blue,Retained Customers,768632958,50,Graduate,F,Unknown,Single,1091,8708,59,1,49,13%
Blue,Retained Customers,709971708,50,High School,F,Unknown,Single,0,9701,51,1,41,0%
Blue,Retained Customers,715405758,50,High School,F,Unknown,Single,0,10057,50,1,42,0%
Blue,Attrited Customer,716697708,60,High School,F,Unknown,Single,0,3293,61,1,52,0%
Blue,Attrited Customer,713668158,30,Unknown,F,Unknown,Single,0,21067,31,1,36,0%
Blue,Attrited Customer,772394883,60,Unknown,F,Unknown,Single,0,7359,60,1,50,0%
Blue,Attrited Customer,714634983,40,Unknown,F,Unknown,Single,0,3517,44,1,36,0%
Blue,Retained Customers,709714008,50,Unknown,F,Unknown,Single,0,9248,50,1,39,0%
Blue,Retained Customers,708376983,50,Unknown,F,Unknown,Single,799,8513,58,1,50,9%
Blue,Attrited Customer,794507133,30,Doctorate,F,$40K - $60K,Single,0,1900,37,2,18,0%
Blue,Attrited Customer,715773783,40,Graduate,F,$40K - $60K,Single,561,4196,44,2,35,13%
Blue,Retained Customers,714346608,50,Graduate,F,$40K - $60K,Single,0,1495,51,2,36,0%
Blue,Retained Customers,712901283,50,Graduate,F,$40K - $60K,Single,0,2121,53,2,36,0%
Blue,Attrited Customer,719602908,40,Post-Graduate,F,$40K - $60K,Single,812,5667,42,2,34,14%
Blue,Retained Customers,770024733,50,Unknown,F,$40K - $60K,Single,0,1699,53,2,47,0%
Blue,Attrited Customer,719986758,40,Unknown,F,$40K - $60K,Single,0,3001,46,2,33,0%
Blue,Attrited Customer,714119283,40,Unknown,F,$40K - $60K,Single,0,2516,42,2,34,0%
Blue,Retained Customers,717072108,50,Unknown,F,$40K - $60K,Single,0,2762,50,2,36,0%
Blue,Retained Customers,778899708,50,Unknown,F,$40K - $60K,Single,0,2963,56,2,37,0%
Blue,Attrited Customer,798972183,40,Unknown,F,$40K - $60K,Single,526,1643,49,2,43,32%
Blue,Attrited Customer,718653333,40,College,F,Less than $40K,Single,0,1833,45,2,33,0%
Blue,Attrited Customer,712900308,40,College,F,Less than $40K,Single,0,1751,44,2,34,0%
Blue,Attrited Customer,714361083,40,College,F,Less than $40K,Single,0,5989,40,2,36,0%
Blue,Retained Customers,827476983,50,College,F,Less than $40K,Single,2178,3639,56,2,52,60%
Blue,Retained Customers,711507783,50,Doctorate,F,Less than $40K,Single,0,1694,54,2,42,0%
Blue,Attrited Customer,710136258,30,Graduate,F,Less than $40K,Single,0,1806,33,2,24,0%
Blue,Attrited Customer,708154833,30,Graduate,F,Less than $40K,Single,811,1438.3,39,2,27,56%
Blue,Attrited Customer,709566408,40,Graduate,F,Less than $40K,Single,0,4458,40,2,30,0%
Blue,Attrited Customer,720141408,40,Graduate,F,Less than $40K,Single,951,5456,49,2,31,17%
Blue,Attrited Customer,803028858,30,Graduate,F,Less than $40K,Single,0,3775,38,2,32,0%
Blue,Attrited Customer,779183958,40,Graduate,F,Less than $40K,Single,0,1492,45,2,33,0%
Blue,Attrited Customer,708266883,30,Graduate,F,Less than $40K,Single,0,1666,34,2,36,0%
Blue,Attrited Customer,714972558,30,Graduate,F,Less than $40K,Single,0,1610,37,2,36,0%
Blue,Attrited Customer,709495833,40,Graduate,F,Less than $40K,Single,0,1438.3,44,2,36,0%
Blue,Attrited Customer,716382708,40,Graduate,F,Less than $40K,Single,858,8309,46,2,36,10%
Blue,Attrited Customer,807946833,40,Graduate,F,Less than $40K,Single,0,1791,44,2,39,0%
Blue,Attrited Customer,715162608,40,Graduate,F,Less than $40K,Single,1323,2168,48,2,41,61%
Blue,Retained Customers,739594758,50,Graduate,F,Less than $40K,Single,2517,3181,51,2,44,79%
Blue,Retained Customers,768624258,50,Graduate,F,Less than $40K,Single,234,1583,55,2,49,15%
Blue,Attrited Customer,716924958,60,Graduate,F,Less than $40K,Single,1926,6812,65,2,56,28%
Blue,Attrited Customer,719821908,30,High School,F,Less than $40K,Single,0,2703,38,2,16,0%
Blue,Attrited Customer,708692583,40,High School,F,Less than $40K,Single,168,1506,44,2,31,11%
Blue,Attrited Customer,809616108,30,High School,F,Less than $40K,Single,0,1568,38,2,33,0%
Blue,Attrited Customer,767266758,40,High School,F,Less than $40K,Single,0,1661,41,2,34,0%
Blue,Attrited Customer,721274208,40,High School,F,Less than $40K,Single,2104,2201,41,2,36,96%
Blue,Retained Customers,719098308,50,High School,F,Less than $40K,Single,268,2423,56,2,42,11%
Blue,Retained Customers,720891633,50,High School,F,Less than $40K,Single,0,3199,53,2,46,0%
Blue,Attrited Customer,769152783,60,High School,F,Less than $40K,Single,1811,8141,60,2,54,22%
Blue,Attrited Customer,717409533,30,Post-Graduate,F,Less than $40K,Single,1486,1821,36,2,26,82%
Blue,Retained Customers,716317458,50,Post-Graduate,F,Less than $40K,Single,0,4281,51,2,36,0%
Blue,Attrited Customer,721308033,40,Post-Graduate,F,Less than $40K,Single,2517,3036,45,2,37,83%
Blue,Retained Customers,713347608,50,Post-Graduate,F,Less than $40K,Single,0,4917,54,2,43,0%
Blue,Attrited Customer,713114133,40,Unknown,F,Less than $40K,Single,0,1443,42,2,23,0%
Blue,Attrited Customer,720766908,40,Unknown,F,Less than $40K,Single,0,3021,40,2,28,0%
Blue,Attrited Customer,709064208,40,Unknown,F,Less than $40K,Single,275,1628,43,2,32,17%
Blue,Attrited Customer,719751483,30,Unknown,F,Less than $40K,Single,576,1438.3,39,2,36,40%
Blue,Attrited Customer,714727833,40,Unknown,F,Less than $40K,Single,2517,2892,41,2,36,87%
Blue,Retained Customers,712927383,50,Unknown,F,Less than $40K,Single,642,1438.3,51,2,36,45%
Blue,Retained Customers,780067158,50,Unknown,F,Less than $40K,Single,1107,1746,51,2,36,63%
Blue,Retained Customers,717371583,50,Unknown,F,Less than $40K,Single,400,1883,56,2,36,21%
Blue,Attrited Customer,716271183,40,Unknown,F,Less than $40K,Single,0,8924,45,2,37,0%
Blue,Retained Customers,711977508,50,Unknown,F,Less than $40K,Single,1211,1440,56,2,43,84%
Blue,Retained Customers,755996583,50,Unknown,F,Less than $40K,Single,0,2475,57,2,50,0%
Blue,Retained Customers,711474333,50,Unknown,F,Less than $40K,Single,0,1614,57,2,51,0%
Blue,Attrited Customer,771723408,30,Unknown,F,Less than $40K,Single,0,1690,37,2,25,0%
Blue,Attrited Customer,711161133,30,Unknown,F,Less than $40K,Single,0,6071,36,2,36,0%
Blue,Attrited Customer,711939558,30,Unknown,F,Less than $40K,Single,0,1534,37,2,36,0%
Blue,Attrited Customer,713891133,40,Unknown,F,Less than $40K,Single,834,1438.3,41,2,36,58%
Blue,Attrited Customer,712733958,40,Unknown,F,Less than $40K,Single,0,1731,46,2,36,0%
Blue,Retained Customers,714948858,50,Unknown,F,Less than $40K,Single,2517,3647,50,2,36,69%
Blue,Retained Customers,715194183,50,Unknown,F,Less than $40K,Single,411,2575,53,2,36,16%
Blue,Retained Customers,708681708,50,Unknown,F,Less than $40K,Single,0,3245,51,2,43,0%
Blue,Retained Customers,712136058,50,College,F,Unknown,Single,0,8827,54,2,36,0%
Blue,Retained Customers,823904133,50,College,F,Unknown,Single,0,10195,53,2,49,0%
Blue,Retained Customers,796083783,50,College,F,Unknown,Single,0,1438.3,55,2,49,0%
Blue,Attrited Customer,711102858,40,Doctorate,F,Unknown,Single,860,3137,48,2,36,27%
Blue,Attrited Customer,717461283,30,Graduate,F,Unknown,Single,570,2214,38,2,24,26%
Blue,Attrited Customer,771865908,40,Graduate,F,Unknown,Single,487,11750,48,2,37,4%
Blue,Attrited Customer,738899658,40,Graduate,F,Unknown,Single,2517,3120,45,2,38,81%
Blue,Retained Customers,716199408,50,Graduate,F,Unknown,Single,2517,3608,52,2,41,70%
Blue,Attrited Customer,709100283,30,High School,F,Unknown,Single,2517,5956,36,2,26,42%
Blue,Attrited Customer,710729358,40,High School,F,Unknown,Single,0,6479,40,2,30,0%
Blue,Attrited Customer,809440008,30,High School,F,Unknown,Single,550,2069,39,2,34,27%
Blue,Retained Customers,712294083,50,High School,F,Unknown,Single,0,3778,54,2,44,0%
Blue,Attrited Customer,715530258,40,Post-Graduate,F,Unknown,Single,2517,4848,46,2,37,52%
Blue,Attrited Customer,713594883,40,Unknown,F,Unknown,Single,849,1486,44,2,32,57%
Blue,Retained Customers,709563258,50,Unknown,F,Unknown,Single,2253,2751,50,2,41,82%
Blue,Attrited Customer,720007383,40,Unknown,F,Unknown,Single,2517,4411,41,2,28,57%
Blue,Retained Customers,710661333,50,Unknown,F,Unknown,Single,1545,10241,55,2,36,15%
Blue,Attrited Customer,738627708,40,Unknown,F,Unknown,Single,0,5984,49,2,41,0%
Blue,Retained Customers,720519333,50,Unknown,F,Unknown,Single,1885,2721,59,2,45,69%
Blue,Attrited Customer,788941983,30,Graduate,F,$40K - $60K,Single,0,2013,36,3,22,0%
Blue,Attrited Customer,711846183,30,Graduate,F,$40K - $60K,Single,0,2669,38,3,26,0%
Blue,Attrited Customer,711221958,40,Graduate,F,$40K - $60K,Single,0,2867,43,3,26,0%
Blue,Attrited Customer,780201633,40,Graduate,F,$40K - $60K,Single,1154,5655,41,3,31,20%
Blue,Attrited Customer,708726708,40,Graduate,F,$40K - $60K,Single,599,1451,42,3,36,41%
Blue,Retained Customers,771342183,50,Graduate,F,$40K - $60K,Single,0,1625,53,3,40,0%
Blue,Attrited Customer,755661933,40,Graduate,F,$40K - $60K,Single,671,1899,48,3,41,35%
Blue,Attrited Customer,713569158,40,High School,F,$40K - $60K,Single,1474,1654,43,3,34,89%
Blue,Retained Customers,799239033,50,High School,F,$40K - $60K,Single,0,1714,53,3,47,0%
Blue,Retained Customers,778601733,50,High School,F,$40K - $60K,Single,1689,2687,55,3,47,63%
Blue,Attrited Customer,709444983,30,Unknown,F,$40K - $60K,Single,2432,2435,38,3,30,100%
Blue,Retained Customers,714276408,50,Unknown,F,$40K - $60K,Single,1445,1915,52,3,36,76%
Blue,Attrited Customer,719449533,40,Unknown,F,$40K - $60K,Single,2283,2655,49,3,38,86%
Blue,Attrited Customer,713717283,40,Unknown,F,$40K - $60K,Single,2332,2473,40,3,29,94%
Blue,Retained Customers,721032633,50,Unknown,F,$40K - $60K,Single,1999,2496,55,3,32,80%
Blue,Attrited Customer,807593058,40,Unknown,F,$40K - $60K,Single,0,5317,41,3,36,0%
Blue,Retained Customers,719987733,50,Unknown,F,$40K - $60K,Single,0,5026,51,3,38,0%
Blue,Attrited Customer,742865883,40,Unknown,F,$40K - $60K,Single,2517,9110,46,3,39,28%
Blue,Attrited Customer,810271083,40,Unknown,F,$40K - $60K,Single,0,14897,47,3,42,0%
Blue,Attrited Customer,714213708,30,College,F,Less than $40K,Single,2517,3611,35,3,25,70%
Blue,Attrited Customer,720612333,40,College,F,Less than $40K,Single,0,1951,44,3,28,0%
Blue,Attrited Customer,714960408,40,College,F,Less than $40K,Single,890,1605,44,3,34,56%
Blue,Attrited Customer,709112508,40,College,F,Less than $40K,Single,1300,3802,42,3,36,34%
Blue,Retained Customers,716022258,50,College,F,Less than $40K,Single,2222,8960,51,3,36,25%
Blue,Retained Customers,717666783,50,College,F,Less than $40K,Single,1350,2272,56,3,46,59%
Blue,Attrited Customer,718473558,40,Doctorate,F,Less than $40K,Single,0,8668,42,3,18,0%
Blue,Attrited Customer,712864683,40,Doctorate,F,Less than $40K,Single,0,1438.3,42,3,30,0%
Blue,Attrited Customer,720827133,40,Doctorate,F,Less than $40K,Single,463,6261,43,3,30,7%
Blue,Attrited Customer,717429258,40,Doctorate,F,Less than $40K,Single,500,1644,48,3,39,30%
Blue,Attrited Customer,712092783,40,Doctorate,F,Less than $40K,Single,0,2437,47,3,40,0%
Blue,Attrited Customer,779848383,30,Graduate,F,Less than $40K,Single,577,1784,37,3,21,32%
Blue,Attrited Customer,711772008,30,Graduate,F,Less than $40K,Single,666,1890,35,3,22,35%
Blue,Attrited Customer,758583708,30,Graduate,F,Less than $40K,Single,2460,2802,37,3,24,88%
Blue,Attrited Customer,715304958,40,Graduate,F,Less than $40K,Single,0,2053,42,3,27,0%
Blue,Attrited Customer,717529233,40,Graduate,F,Less than $40K,Single,0,3319,40,3,30,0%
Blue,Attrited Customer,824560758,30,Graduate,F,Less than $40K,Single,0,1678,35,3,31,0%
Blue,Attrited Customer,711150333,40,Graduate,F,Less than $40K,Single,0,2391,40,3,31,0%
Blue,Attrited Customer,711122958,40,Graduate,F,Less than $40K,Single,0,1764,41,3,33,0%
Blue,Retained Customers,720401658,50,Graduate,F,Less than $40K,Single,1030,1438.3,53,3,34,72%
Blue,Attrited Customer,708412758,30,Graduate,F,Less than $40K,Single,0,1457,33,3,36,0%
Blue,Attrited Customer,720270633,40,Graduate,F,Less than $40K,Single,0,1516,40,3,36,0%
Blue,Attrited Customer,716329383,40,Graduate,F,Less than $40K,Single,986,3138,46,3,36,31%
Blue,Attrited Customer,711357858,40,Graduate,F,Less than $40K,Single,0,7246,47,3,36,0%
Blue,Retained Customers,714192933,50,Graduate,F,Less than $40K,Single,0,2060,55,3,36,0%
Blue,Attrited Customer,713748708,40,Graduate,F,Less than $40K,Single,0,1438.3,46,3,37,0%
Blue,Attrited Customer,813752433,40,Graduate,F,Less than $40K,Single,1986,4075,43,3,38,49%
Blue,Retained Customers,720731808,50,Graduate,F,Less than $40K,Single,0,2437,52,3,38,0%
Blue,Attrited Customer,712807758,40,Graduate,F,Less than $40K,Single,0,1438.3,47,3,39,0%
Blue,Attrited Customer,714581358,40,Graduate,F,Less than $40K,Single,0,1502,48,3,43,0%
Blue,Attrited Customer,785285883,40,Graduate,F,Less than $40K,Single,0,1675,49,3,43,0%
Blue,Attrited Customer,717208833,30,High School,F,Less than $40K,Single,0,1576,34,3,21,0%
Blue,Attrited Customer,708190158,30,High School,F,Less than $40K,Single,2426,2920,38,3,26,83%
Blue,Attrited Customer,711201108,30,High School,F,Less than $40K,Single,0,1653,37,3,29,0%
Blue,Attrited Customer,711412533,40,High School,F,Less than $40K,Single,1573,5492,40,3,35,29%
Blue,Attrited Customer,714983283,30,High School,F,Less than $40K,Single,0,3651,39,3,36,0%
Blue,Attrited Customer,711800658,40,High School,F,Less than $40K,Single,0,2145,42,3,36,0%
Blue,Attrited Customer,711637458,40,High School,F,Less than $40K,Single,0,2228,44,3,36,0%
Blue,Retained Customers,719305608,50,High School,F,Less than $40K,Single,1900,2347,57,3,36,81%
Blue,Attrited Customer,721460283,40,Post-Graduate,F,Less than $40K,Single,915,2214,49,3,35,41%
Blue,Attrited Customer,721104708,40,Post-Graduate,F,Less than $40K,Single,1966,2067,41,3,36,95%
Blue,Retained Customers,719770158,50,Post-Graduate,F,Less than $40K,Single,0,8516,54,3,49,0%
Blue,Attrited Customer,713597658,30,Unknown,F,Less than $40K,Single,2378,2784,36,3,22,85%
Blue,Retained Customers,716717733,50,Unknown,F,Less than $40K,Single,859,4841,55,3,47,18%
Blue,Retained Customers,708801108,50,Unknown,F,Less than $40K,Single,0,1438.3,57,3,51,0%
Blue,Attrited Customer,712240083,30,Unknown,F,Less than $40K,Single,2517,3730,38,3,30,68%
Blue,Attrited Customer,715609533,40,Unknown,F,Less than $40K,Single,0,5398,47,3,35,0%
Blue,Attrited Customer,717219933,40,Unknown,F,Less than $40K,Single,628,2402,47,3,35,26%
Blue,Attrited Customer,721426383,30,Unknown,F,Less than $40K,Single,261,1558,36,3,36,17%
Blue,Attrited Customer,718508883,40,Unknown,F,Less than $40K,Single,238,2325,43,3,36,10%
Blue,Attrited Customer,718877883,40,Unknown,F,Less than $40K,Single,2517,5644,44,3,36,45%
Blue,Attrited Customer,717592758,40,Unknown,F,Less than $40K,Single,1578,1606,44,3,36,98%
Blue,Attrited Customer,714543633,40,Unknown,F,Less than $40K,Single,0,7500,45,3,36,0%
Blue,Retained Customers,713373708,50,Unknown,F,Less than $40K,Single,0,1857,54,3,36,0%
Blue,Attrited Customer,719118708,40,Unknown,F,Less than $40K,Single,0,5855,49,3,37,0%
Blue,Retained Customers,720190083,50,Unknown,F,Less than $40K,Single,0,1632,56,3,39,0%
Blue,Retained Customers,772528158,50,Unknown,F,Less than $40K,Single,0,1741,55,3,45,0%
Blue,Retained Customers,789502308,50,Unknown,F,Less than $40K,Single,790,1551,57,3,49,51%
Blue,Attrited Customer,709505808,40,College,F,Unknown,Single,2198,4345,45,3,33,51%
Blue,Retained Customers,806407308,50,College,F,Unknown,Single,0,13184,54,3,49,0%
Blue,Attrited Customer,718152333,40,Doctorate,F,Unknown,Single,0,2246,41,3,36,0%
Blue,Retained Customers,714677583,50,Doctorate,F,Unknown,Single,0,5173,50,3,36,0%
Blue,Retained Customers,713952558,50,Doctorate,F,Unknown,Single,1474,1790,53,3,43,82%
Blue,Attrited Customer,709560258,40,Graduate,F,Unknown,Single,0,4946,49,3,31,0%
Blue,Attrited Customer,720784833,40,Graduate,F,Unknown,Single,1243,1630,48,3,36,76%
Blue,Retained Customers,718090233,50,Graduate,F,Unknown,Single,1872,10016,56,3,36,19%
Blue,Attrited Customer,713980383,40,Graduate,F,Unknown,Single,0,11025,49,3,38,0%
Blue,Attrited Customer,712110333,30,High School,F,Unknown,Single,0,2179,37,3,18,0%
Blue,Attrited Customer,712196508,40,High School,F,Unknown,Single,1164,29543,46,3,34,4%
Blue,Attrited Customer,772341783,40,High School,F,Unknown,Single,2517,3512,45,3,35,72%
Blue,Attrited Customer,714212358,30,High School,F,Unknown,Single,1706,5260,38,3,36,32%
Blue,Retained Customers,717813558,50,High School,F,Unknown,Single,1960,8389,57,3,36,23%
Blue,Attrited Customer,772271508,40,Unknown,F,Unknown,Single,0,1706,46,3,35,0%
Blue,Attrited Customer,708702258,40,Unknown,F,Unknown,Single,478,3698,40,3,36,13%
Blue,Attrited Customer,720961383,40,Unknown,F,Unknown,Single,0,2952,47,3,36,0%
Blue,Attrited Customer,714084483,40,Unknown,F,Unknown,Single,211,3855,49,3,36,6%
Blue,Retained Customers,711669258,50,Unknown,F,Unknown,Single,986,3187,50,3,36,31%
Blue,Retained Customers,716893683,50,Unknown,F,Unknown,Single,2517,14657,55,3,47,17%
Blue,Attrited Customer,708798483,30,Unknown,F,Unknown,Single,0,2054,37,3,24,0%
Blue,Attrited Customer,711873033,30,Unknown,F,Unknown,Single,0,1438.3,35,3,29,0%
Blue,Attrited Customer,715150983,40,Unknown,F,Unknown,Single,0,26021,44,3,34,0%
Blue,Attrited Customer,753365883,40,Unknown,F,Unknown,Single,0,1900,44,3,37,0%
Blue,Attrited Customer,715919283,30,College,F,$40K - $60K,Single,0,1776,39,4,36,0%
Blue,Attrited Customer,771561183,40,Graduate,F,$40K - $60K,Single,2517,13753,42,4,30,18%
Blue,Attrited Customer,709206333,40,Graduate,F,$40K - $60K,Single,0,4333,44,4,30,0%
Blue,Attrited Customer,789880533,40,Graduate,F,$40K - $60K,Single,1651,5913,46,4,36,28%
Blue,Retained Customers,713583408,50,Graduate,F,$40K - $60K,Single,920,4708,51,4,37,20%
Blue,Attrited Customer,815504583,40,Graduate,F,$40K - $60K,Single,0,1538,48,4,43,0%
